0.602	0.436	0.642	0.479	0.574	0.576	0.470	0.591	0.680	0.578	0.533	0.648	0.751
0.559	0.489	0.669	0.567	0.584	0.622	0.475	0.614	0.681	0.581	0.546	0.653	0.691
0.573	0.477	0.646	0.496	0.578	0.574	0.474	0.591	0.673	0.586	0.526	0.642	0.715
0.604	0.422	0.591	0.489	0.542	0.587	0.487	0.591	0.671	0.570	0.526	0.635	0.747
0.583	0.438	0.616	0.491	0.585	0.579	0.488	0.599	0.673	0.607	0.543	0.651	0.738
0.555	0.467	0.630	0.601	0.484	0.569	0.495	0.589	0.680	0.593	0.523	0.638	0.740
0.574	0.459	0.658	0.533	0.579	0.577	0.499	0.602	0.683	0.574	0.524	0.642	0.713
0.597	0.434	0.620	0.484	0.540	0.597	0.495	0.577	0.679	0.597	0.526	0.630	0.725
0.598	0.444	0.644	0.484	0.598	0.592	0.471	0.597	0.703	0.597	0.539	0.660	0.743
0.587	0.431	0.654	0.509	0.553	0.603	0.487	0.592	0.679	0.586	0.532	0.637	0.749
0.588	0.448	0.639	0.530	0.596	0.561	0.493	0.602	0.688	0.588	0.538	0.647	0.740
0.594	0.487	0.641	0.483	0.548	0.581	0.487	0.581	0.664	0.569	0.548	0.645	0.726
0.552	0.418	0.594	0.512	0.548	0.605	0.497	0.593	0.684	0.563	0.534	0.636	0.712
0.550	0.476	0.657	0.581	0.566	0.603	0.496	0.597	0.669	0.581	0.548	0.625	0.703
0.556	0.475	0.667	0.561	0.583	0.593	0.465	0.610	0.684	0.592	0.548	0.647	0.716
0.617	0.461	0.604	0.472	0.549	0.567	0.499	0.588	0.658	0.607	0.508	0.643	0.725
0.551	0.486	0.684	0.585	0.575	0.623	0.476	0.622	0.703	0.592	0.540	0.659	0.682
0.556	0.479	0.690	0.559	0.577	0.622	0.465	0.619	0.687	0.575	0.545	0.648	0.688
0.570	0.482	0.624	0.509	0.567	0.584	0.475	0.598	0.669	0.601	0.516	0.648	0.736
0.550	0.482	0.697	0.586	0.523	0.602	0.504	0.636	0.688	0.594	0.541	0.636	0.691
0.565	0.473	0.619	0.517	0.594	0.601	0.482	0.597	0.678	0.582	0.537	0.653	0.723
0.558	0.475	0.666	0.494	0.594	0.606	0.493	0.608	0.664	0.586	0.549	0.638	0.750
0.556	0.465	0.624	0.501	0.600	0.564	0.485	0.594	0.684	0.566	0.526	0.658	0.752
0.596	0.476	0.613	0.478	0.588	0.585	0.487	0.599	0.681	0.574	0.537	0.642	0.731
0.596	0.455	0.631	0.483	0.588	0.585	0.492	0.566	0.687	0.576	0.540	0.635	0.762
0.596	0.442	0.633	0.498	0.574	0.585	0.468	0.586	0.670	0.581	0.530	0.631	0.739
0.566	0.451	0.611	0.489	0.577	0.582	0.466	0.595	0.686	0.577	0.535	0.653	0.757
0.587	0.455	0.627	0.516	0.573	0.578	0.476	0.589	0.676	0.589	0.535	0.641	0.740
0.586	0.444	0.629	0.551	0.585	0.578	0.482	0.587	0.672	0.602	0.534	0.642	0.741
0.546	0.450	0.625	0.512	0.559	0.568	0.470	0.586	0.681	0.581	0.545	0.640	0.758
0.584	0.443	0.625	0.516	0.580	0.588	0.492	0.572	0.649	0.603	0.546	0.634	0.744
