2.901	2.338	-1.095	-1.608	-0.180	-2.609	1.487	0.861	1.738	-1.014	6.810	-1.632
2.528	2.440	-1.779	-1.833	0.173	-2.439	1.713	0.795	1.568	-1.358	6.661	-1.781
2.622	1.683	-2.034	-1.858	4.766	-2.795	1.723	0.308	1.663	-1.236	6.691	-1.169
2.902	2.503	-1.758	-1.851	-0.722	-2.205	1.205	0.794	1.870	-1.148	6.694	-1.961
2.795	1.596	-1.614	-1.123	0.458	-2.678	1.759	0.677	1.759	-1.083	6.763	-1.715
2.564	2.206	-1.983	-1.832	4.155	-2.628	1.684	0.359	1.742	-1.127	6.902	-2.076
2.781	1.530	-1.954	-1.898	4.664	-2.702	2.093	0.294	1.894	-1.078	7.017	-1.169
2.850	2.111	-1.905	-1.890	1.929	-2.840	0.894	0.545	1.775	-1.160	6.308	-1.926
2.810	2.109	-2.042	-1.762	1.921	-2.496	0.932	0.618	1.836	-1.066	6.902	-1.855
2.722	2.382	-1.981	-1.905	2.017	-2.591	1.062	0.642	1.883	-1.160	7.000	-1.719
2.683	2.166	-1.262	-1.894	1.069	-2.818	1.635	0.803	1.616	-0.393	6.827	-1.779
2.621	2.585	-1.475	-1.860	2.349	-2.668	1.529	0.439	1.694	-1.127	6.773	-1.918
2.731	2.697	-1.131	-1.797	1.344	-2.786	1.757	0.403	1.819	-1.144	6.631	-1.940
2.701	2.724	-1.507	-1.818	0.019	-2.695	2.325	0.850	1.764	-0.953	6.760	-1.789
2.572	2.016	-1.173	-1.873	4.712	-2.587	2.146	0.264	1.750	-1.225	7.008	-1.773
2.793	2.224	-1.544	-1.834	-0.547	-2.729	1.588	0.914	1.576	-1.141	6.594	-1.944
2.728	1.861	-1.997	-1.824	4.690	-2.823	2.017	0.365	1.763	-0.961	7.046	-1.240
2.779	2.514	-1.296	-1.877	-0.485	-2.754	2.184	0.761	1.752	-0.993	6.737	-1.971
2.790	2.094	-1.269	-1.761	1.258	-2.701	0.921	0.707	1.727	-1.003	6.542	-1.963
2.657	2.561	-1.875	-1.841	0.728	-2.806	1.651	0.623	1.772	-1.259	6.237	-2.025
2.772	2.247	-1.779	-1.912	0.990	-2.831	1.820	0.906	1.652	-1.091	6.406	-1.766
2.811	2.411	-1.857	-1.784	-0.502	-2.715	1.768	0.792	1.735	-1.107	6.763	-1.897
2.273	1.966	-1.735	-1.917	1.770	-2.827	1.912	0.987	1.581	-0.993	5.603	-1.791
2.667	2.270	-0.246	-1.937	0.014	-2.706	1.160	0.927	1.878	-1.248	6.805	-1.104
2.574	2.621	-0.390	-1.965	0.885	-2.619	1.156	0.930	1.749	-1.095	6.766	-1.136
2.770	2.515	-2.098	-1.839	0.462	-2.748	1.460	0.819	1.815	-1.109	5.728	-1.154
2.448	1.588	-2.208	-1.669	1.675	-2.884	1.436	-0.033	1.415	-1.137	6.423	-1.746
2.912	1.654	-0.534	-1.944	1.279	-2.715	1.914	0.876	1.926	-1.314	6.751	-1.873
2.768	2.557	0.081	-1.838	1.587	-2.862	1.279	0.736	1.739	-1.370	6.708	-2.130
2.563	2.439	-1.580	-1.944	0.722	-2.772	1.932	0.741	1.873	-1.235	6.947	-1.170
1.973	2.761	-1.181	-1.859	0.861	-2.813	1.965	1.133	1.836	-0.970	7.053	-1.186
2.835	2.676	-1.890	-1.860	0.974	-2.639	1.919	0.679	1.725	-1.107	6.841	-0.974
2.921	2.449	-2.090	-1.807	3.241	-2.620	1.811	0.535	1.599	-1.024	6.882	-1.096
2.954	2.717	-1.505	-1.881	0.018	-2.896	1.864	0.718	1.890	-0.967	6.723	-1.560
2.734	1.567	-1.299	-1.962	0.898	-2.958	2.103	0.621	1.629	-1.062	6.706	-1.999
2.702	1.955	-1.531	-1.694	-0.142	-2.567	2.346	0.695	1.855	-0.847	6.388	-1.813
2.823	1.762	-1.562	-1.759	1.574	-2.479	1.768	0.958	1.859	-1.126	6.760	-1.955
2.623	2.762	-1.444	-1.981	-0.083	-2.726	1.750	0.720	1.754	-1.075	6.339	-1.223
2.750	2.726	-1.488	-1.739	0.651	-2.372	1.642	0.700	1.678	-1.126	6.554	-0.941
2.849	2.336	-2.227	-1.865	2.195	-2.696	0.793	0.577	1.656	-0.966	6.755	-1.863
2.479	1.827	-1.915	-1.742	4.130	-2.738	1.490	0.492	1.764	-0.982	6.630	-1.954
2.593	2.258	-2.121	-1.783	4.380	-2.844	1.593	0.388	1.591	-1.113	6.869	-2.008
2.634	2.292	-2.049	-1.719	4.295	-2.927	1.659	0.412	1.677	-1.208	6.890	-1.871
2.674	2.187	-1.177	-1.868	0.892	-2.819	1.566	0.559	1.612	-1.190	6.567	-1.970
2.785	1.814	-1.721	-1.716	0.565	-2.839	1.134	0.804	1.710	-0.980	6.239	-1.821
2.833	2.610	-1.372	-1.942	0.416	-2.822	2.059	0.197	1.688	-1.188	5.882	-1.805
2.711	2.425	-1.540	-1.875	0.443	-2.781	1.755	0.530	1.505	-1.019	6.656	-1.900
1.955	2.652	-1.143	-1.963	0.806	-3.041	1.857	0.937	1.730	-1.269	6.643	-1.071
2.700	2.495	-1.083	-1.584	2.476	-2.734	2.132	0.867	1.761	-0.870	6.292	-1.990
2.684	1.916	-1.683	-1.898	1.562	-2.620	1.461	0.496	1.757	-1.285	6.070	-1.851
2.814	2.177	-1.005	-1.768	1.695	-2.804	1.989	0.584	1.845	-1.125	6.509	-2.002
2.769	2.211	-1.722	-1.917	4.326	-2.786	1.849	0.316	1.805	-1.246	7.195	-1.900
2.902	2.350	-1.843	-1.821	-0.378	-2.558	1.674	0.819	1.667	-1.092	6.699	-1.875
2.598	2.408	-0.368	-1.977	0.239	-2.489	1.199	0.659	1.712	-1.157	6.735	-0.897
2.740	2.367	-1.854	-1.790	3.109	-2.828	1.803	0.548	1.676	-1.059	6.882	-1.505
2.757	1.447	-1.633	-1.894	-0.172	-2.487	1.688	0.854	1.843	-1.307	6.192	-1.530
2.630	2.199	-1.162	-1.919	0.002	-2.507	2.088	0.654	1.711	-1.355	6.717	-1.935
2.750	1.844	-1.977	-1.892	4.700	-2.661	2.079	0.367	1.681	-1.120	7.051	-0.995
2.627	1.772	-1.443	-1.718	1.693	-2.608	1.092	0.156	1.915	-1.273	6.319	-2.051
2.526	2.079	-1.414	-1.895	4.607	-2.585	2.163	0.188	1.775	-1.299	7.251	-1.909
2.518	2.095	-1.281	-1.889	4.559	-2.810	2.117	0.273	1.715	-1.341	7.199	-1.894
2.814	2.584	0.173	-1.696	0.799	-2.402	1.909	0.691	1.675	-1.325	6.585	-1.825
2.746	1.924	-1.643	-1.941	4.395	-2.646	1.925	0.453	1.793	-1.148	6.709	-1.667
2.908	1.461	-0.651	-1.904	1.247	-2.512	1.705	0.741	1.736	-1.356	7.007	-2.078
2.756	2.404	-1.871	-1.896	0.529	-2.768	1.982	0.885	1.782	-0.739	6.778	-1.803
2.911	2.103	-1.600	-1.847	-0.115	-2.927	2.005	0.791	1.660	-0.752	6.657	-1.901
2.565	2.799	-0.433	-1.861	0.121	-2.821	1.126	1.099	1.795	-1.360	6.912	-1.437
2.794	2.271	-0.482	-1.904	0.787	-2.664	1.244	0.667	1.838	-1.197	6.843	-1.091
2.836	2.650	-2.154	-1.833	3.450	-2.916	1.670	0.733	1.831	-0.861	6.843	-1.247
2.853	2.162	-0.298	-1.896	1.078	-2.533	2.022	0.825	1.779	-1.238	6.894	-1.914
2.781	1.767	-1.189	-1.873	1.834	-2.601	1.312	0.434	1.663	-1.453	6.707	-1.926
2.770	2.300	-1.389	-1.938	1.602	-2.794	2.441	0.611	1.467	-0.773	6.700	-1.915
2.649	2.657	-0.909	-1.930	2.519	-2.465	1.678	0.567	1.832	-0.490	6.760	-2.192
2.906	2.511	-0.389	-1.972	1.295	-2.524	2.125	0.956	1.793	-1.112	7.375	-1.841
2.729	2.290	-2.121	-1.873	4.839	-2.528	2.248	0.200	1.835	-0.692	7.077	-1.637
2.816	2.364	-1.579	-1.941	4.363	-3.001	1.782	0.268	1.789	-1.172	7.141	-1.802
2.647	2.499	-1.847	-1.773	1.929	-2.945	1.899	0.526	1.650	-0.941	6.893	-1.943
2.784	2.797	-1.657	-1.883	-0.598	-2.652	1.810	0.719	1.747	-0.666	6.717	-1.845
2.822	2.594	-1.497	-1.789	-0.638	-2.888	1.748	0.722	1.888	-1.055	6.710	-1.668
2.709	2.412	-0.677	-1.654	1.521	-2.818	1.977	0.797	1.790	-1.244	6.458	-1.933
2.471	2.512	-1.221	-1.846	1.596	-2.347	0.799	0.466	1.859	-0.918	6.755	-1.997
2.807	1.849	-2.095	-1.900	4.855	-2.766	1.916	0.320	1.675	-1.029	6.930	-1.445
2.542	2.400	-1.325	-1.951	3.995	-2.984	1.794	0.647	1.671	-0.818	6.522	-1.724
2.804	2.559	-2.161	-1.906	0.411	-2.737	2.178	0.654	1.835	-1.291	7.084	-2.031
2.865	2.493	-1.179	-1.861	1.249	-2.458	2.081	0.769	1.665	-0.680	6.461	-1.820
2.818	1.570	-1.870	-1.747	0.638	-2.454	2.006	0.682	1.835	-0.859	6.558	-1.796
2.811	2.769	-0.952	-1.967	0.234	-2.872	2.344	0.766	1.576	-0.837	6.604	-2.014
2.505	2.600	-1.606	-1.909	0.410	-2.387	2.007	0.630	1.632	-0.918	6.632	-1.829
2.404	2.517	-1.515	-1.522	0.310	-2.841	1.400	0.722	1.538	-1.121	6.496	-1.957
2.367	2.370	-0.609	-1.990	1.887	-2.383	2.179	0.563	1.505	-0.921	6.530	-1.768
2.227	2.551	-1.482	-1.897	0.633	-2.501	1.571	0.506	1.885	-1.350	6.891	-1.111
2.622	1.688	-2.203	-1.915	4.679	-2.414	2.078	0.237	1.696	-1.030	6.897	-1.650
2.609	1.915	-1.133	-1.871	0.706	-2.620	1.249	0.336	1.720	-1.191	6.705	-1.299
2.751	2.466	-0.940	-1.889	1.126	-2.526	1.917	0.841	1.733	-1.028	6.515	-1.846
2.827	1.882	-2.295	-1.941	4.782	-2.663	2.182	0.334	1.829	-1.247	7.128	-1.256
2.821	2.800	-1.359	-1.879	-0.253	-2.551	2.314	0.811	1.821	-0.944	6.569	-1.585
2.806	2.317	-1.042	-1.917	2.469	-2.760	2.087	0.572	1.491	-1.096	6.265	-1.809
2.797	2.700	-2.058	-1.857	0.641	-2.577	1.850	0.683	1.753	-0.955	6.610	-2.034
2.389	2.551	-1.680	-1.907	1.219	-2.544	1.895	0.930	1.579	-0.714	6.690	-1.922
2.864	2.453	-1.270	-1.970	1.661	-2.967	1.727	0.611	1.305	-0.744	6.166	-1.231
2.584	1.922	-1.500	-1.843	1.587	-2.639	2.247	0.306	1.797	-1.040	6.662	-1.682
2.924	2.617	-1.238	-1.816	-0.436	-2.366	2.063	0.690	1.675	-0.727	6.719	-1.844
2.779	2.934	-1.778	-1.753	0.413	-2.347	2.134	0.554	1.706	-1.143	6.657	-2.132
2.797	2.427	-1.599	-1.766	1.398	-2.884	2.261	0.573	1.756	-0.421	6.864	-1.370
2.760	2.564	-1.173	-1.823	4.037	-2.895	1.976	0.847	1.665	-0.993	6.781	-1.932
2.481	2.548	-1.405	-1.891	-0.053	-2.450	1.577	0.652	1.718	-0.830	6.693	-2.054
2.700	2.675	-1.899	-1.798	1.138	-2.346	1.789	0.512	1.627	-1.112	6.602	-1.818
2.900	2.260	-1.022	-1.923	0.972	-2.864	2.133	1.101	1.904	-0.851	6.848	-1.918
2.844	2.523	-1.544	-1.890	-0.198	-2.521	2.132	0.641	1.750	-0.941	6.690	-1.837
2.521	2.145	-1.429	-1.850	4.662	-2.600	2.058	0.138	1.789	-1.274	7.003	-1.852
2.776	1.580	-1.706	-1.902	1.074	-2.347	1.799	0.498	1.620	-0.043	6.234	-1.848
2.680	2.170	-1.369	-1.941	3.971	-2.941	2.098	0.210	1.746	-1.145	6.806	-1.856
2.813	2.158	-2.010	-1.868	0.078	-2.670	1.783	0.959	1.664	-0.623	6.718	-1.876
2.779	2.023	-1.887	-1.965	4.898	-2.684	2.001	0.158	1.664	-1.138	6.980	-1.310
2.486	2.615	-1.448	-1.859	-0.019	-2.723	2.081	0.624	1.492	-0.958	6.857	-0.952
2.663	1.874	-0.936	-1.880	1.432	-2.389	1.990	0.501	1.735	-0.910	6.867	-1.831
3.020	2.545	-1.489	-1.876	-0.143	-2.585	2.043	0.575	1.803	-0.975	6.547	-2.013
2.511	2.778	-1.221	-1.823	0.460	-2.427	2.184	1.027	1.910	-0.786	6.521	-1.892
2.691	2.383	-1.175	-1.804	1.796	-2.416	1.601	0.486	1.838	-1.375	6.846	-2.091
2.790	2.236	-0.535	-1.963	1.470	-2.614	1.173	0.720	1.713	-0.948	6.820	-2.098
2.925	2.499	-1.576	-1.861	-0.421	-2.819	1.836	0.811	1.699	-0.704	6.688	-1.890
2.192	0.949	-1.621	-1.762	0.801	-2.690	2.068	0.339	1.474	-0.811	5.452	-1.427
2.766	2.450	-1.972	-1.804	-0.332	-2.496	1.103	0.841	1.698	-1.153	6.699	-2.143
2.340	2.691	-1.665	-1.776	1.301	-2.685	1.369	0.131	1.731	-0.422	6.480	-1.470
2.776	2.651	-0.236	-1.868	0.336	-2.421	2.089	0.759	1.840	-1.020	7.067	-1.806
2.665	1.948	-0.321	-1.513	0.164	-2.898	1.960	0.768	1.969	-1.259	6.308	-1.547
2.711	2.437	-2.057	-1.888	1.915	-2.590	0.533	0.454	1.787	-0.849	6.811	-2.072
2.530	0.717	-1.601	-1.883	0.724	-2.850	1.934	0.882	1.773	-1.129	6.600	-1.915
2.779	1.859	-1.996	-1.910	4.829	-2.854	2.076	0.209	1.832	-1.281	7.186	-1.321
2.891	1.691	-2.313	-1.940	4.934	-2.705	2.090	0.077	1.720	-0.915	6.949	-1.456
2.661	2.675	-1.475	-1.773	0.539	-2.286	2.324	0.783	1.744	-0.761	6.711	-0.889
2.517	1.717	-1.402	-1.900	3.890	-2.845	2.177	0.108	1.750	-1.235	6.965	-1.990
2.596	2.251	-1.857	-1.829	2.216	-2.847	0.964	0.657	1.555	-1.031	6.355	-1.946
2.543	2.004	-1.992	-1.862	3.338	-3.054	0.934	0.577	1.675	-1.253	6.362	-1.908
2.743	2.310	-1.235	-1.725	0.172	-2.872	1.704	0.784	1.583	-0.679	6.312	-1.646
2.405	2.316	-1.567	-1.955	0.896	-2.817	1.270	0.733	1.610	-0.641	6.553	-1.596
2.342	2.324	-1.243	-1.787	1.262	-2.888	1.194	1.239	1.425	-1.112	6.483	-1.861
2.776	2.280	-1.940	-1.830	1.986	-2.942	1.685	0.690	1.595	-0.803	6.316	-1.844
2.939	2.230	-1.652	-1.797	2.031	-3.077	1.614	0.820	1.755	-0.685	6.606	-1.830
2.661	2.545	-1.795	-1.820	0.122	-2.688	1.475	0.883	1.593	-0.279	6.092	-1.995
2.327	2.516	-1.749	-1.861	0.875	-2.745	1.940	0.787	1.685	-1.045	5.934	-1.991
2.660	2.963	-1.702	-1.825	0.612	-2.811	1.885	1.034	1.609	-0.688	6.504	-2.015
2.698	2.655	-2.095	-1.721	1.117	-2.858	1.436	0.967	1.679	-1.064	6.526	-2.096
